file_name,transcription
audio/07_F_set_01_028.wav,സ്വരാജ് സര്‍വകലാശാലയുടെ കൂടിയാണ് 
audio/07_F_set_01_029.wav,സ്വയം ഭരണാവകാശം നല്കാനുള്ള കേന്ദ്ര സര്‍ക്കാര്‍ തീരുമാനത്തെ പിന്തുണച്ചു കൊണ്ട് രംഗത്തെത്തി 
audio/07_F_set_01_030.wav,സ്വഭാവ വൈശിഷ്ട്യം തലയെടുപ്പ് എന്നിങ്ങനെ ലക്ഷണമൊത്ത ആനകളെ പുഷ്പ വൃഷ്ടിയോടെയാണു ഗ്രാമവാസികള്‍ പന്തലില്‍ വരവേറ്റത് 
audio/07_F_set_01_031.wav,സ്വന്തം ജില്ല ഉള്‍‌പ്പെടെ അഞ്ചു ജില്ലകളില്‍ നിന്നായി അഞ്ചു നാമ നിര്‍‌ദ്ദേശ പത്രികകളാണ് സമര്‍പ്പിച്ചിരുന്നത് 
audio/07_F_set_01_032.wav,സ്വദേശ നിര്‍മിതമായ പീരങ്കികളാണ് പരിഗണിക്കപ്പെടുന്നത് 
audio/07_F_set_01_033.wav,സ്വദേശി സ്ഥലത്ത് കൃഷിപ്പണി ചെയ്യുമ്പോള്‍ ഗുണ്ടയും സംഘവും ആടുകളെ കശാപ്പു ചെയ്യുകയായിരുന്നു 
audio/07_F_set_01_034.wav,സ്വദേശി മുപ്പത്തിയൊന്ന് വീടുകളാണ് നിര്‍മിച്ചത് 
audio/07_F_set_01_035.wav,സ്വദേശി പ്രസ്ഥാനത്തിന്റെ ഉടമയുടേതാണ് തകര്‍ക്കപ്പെട്ട കെട്ടിടം 
audio/07_F_set_01_037.wav,സ്വദേശിയായ വ്യാപാരിയെ കൊല്ലപ്പെട്ടനിലയിലാണ് കണ്ടെത്തിയത് 
audio/07_F_set_01_038.wav,സ്വദേശിയാണെന്നും പട്ടാളത്തില്‍ സേവനമനുഷ്ഠിച്ചിട്ടുണ്ടെന്നും തെളിഞ്ഞു 
audio/07_F_set_01_039.wav,സ്വദേശികളായ എട്ടംഗ തീര്‍ഥാടക സംഘത്തിലെ മുതിര്‍ന്നവര്‍ വാഹനാപകടത്തില്‍ മരിച്ചു 
audio/07_F_set_01_040.wav,സ്വത്തു തര്‍ക്കത്തിന്‍റെ പേരില്‍ ദളിത് കുടുംബം കൂട്ടക്കൊല ചെയ്യപ്പെട്ടതില്‍ അടുത്തിടെ വ്യാപകമായ അക്രമങ്ങള്‍ നടന്നിരുന്നു 
audio/07_F_set_01_041.wav,സ്വകാര്യ സേവന ദാതാക്കള്‍ക്കു പിന്നാലെ രംഗത്തെത്തിക്കുന്നു ഇക്കൂട്ടരെ 
audio/07_F_set_01_042.wav,സ്വകാര്യ വാഹനം മലയിലിടിച്ചു പതിനാല് യാത്രക്കാര്‍ അന്തരിച്ചു 
audio/07_F_set_01_045.wav,സ്രാങ്കിനെ സഹായിക്കാന്‍ നിയോഗിച്ചിരുന്ന യുവാവ് എവിടെയാണെന്നു പോലും അറിയില്ലായിരുന്നു 
audio/07_F_set_01_046.wav,സ്മാരക നിര്‍മാണം പൂര്‍വവിദ്യാര്‍ഥികളുടെ സംഘടന ഏര്‍പ്പെടുത്തിയതാണ് 
audio/07_F_set_01_047.wav,സ്‌ഫോടനത്തില്‍ ഒട്ടേറെ വാഹനങ്ങള്‍ തകര്‍ന്നു 
audio/07_F_set_01_048.wav,സ്‌ഫോടനത്തിനു മുന്‍പ് സമ്പന്നന്‍മാര്‍ താമസിക്കുന്ന ഒരുപാട് മുറികളുള്ള ഗൃഹം എടുത്തു 
audio/07_F_set_01_049.wav,സ്‌ഫോടനത്തിനു പിന്നില്‍ പ്രതികള്‍ പ്രവര്‍ത്തിച്ചിട്ടുണ്ടെന്നു കണ്ടെത്തി 
audio/07_F_set_01_050.wav,സ്‌ഫോടനക്കേസില്‍ കുറ്റക്കാരായി കണ്ടെത്തിയിട്ടുള്ളവരുടെ ജാമ്യം കോടതി പതിനെട്ടിലേക്ക് നീട്ടിയിട്ടുമുണ്ട് 
audio/07_F_set_01_051.wav,സ്ഫടിക പുറംചട്ടകള്‍ കേന്ദ്രീകൃത ശീതീകരണ സംവിധാനം ഒട്ടേറെ ദീപാലങ്കാരങ്ങള്‍ തുടങ്ങി ഏറെ ഊര്‍ജ നഷ്ടം വരുത്തുന്നതാണ് ഇപ്പോഴത്തെ കെട്ടിട നിര്‍മാണ രീതികള്‍ 
audio/07_F_set_01_052.wav,സ്‌ഫോടനത്തില്‍ പത്ത് പേര്‍ കൊല്ലപ്പെട്ടു 
audio/07_F_set_01_071.wav,സൈന്യാധിപന്‍ ഉള്‍‌പ്പെടെയുള്ള പ്രതികളുടെ ശിക്ഷാ കാര്യത്തിലാണ് വാദം കേള്‍ക്കുക 
audio/07_F_set_01_072.wav,സൈന്യവിന്യാസം മാസങ്ങളോളം തുടരുമെന്ന് പ്രധാനമന്ത്രി 
audio/07_F_set_01_073.wav,സൈന്യം ചൊവ്വാഴ്ച ഇരുട്ടിന്റെ മറവില്‍ നാണ്യവിനിമയ മിന്നലാക്രമണം പ്രഖ്യാപിച്ച് ലക്ഷക്കണക്കിന് ആയുധങ്ങള്‍ പിടിച്ചെടുത്തു 
audio/07_F_set_01_074.wav,സൈനിക പാഠശാലയില്‍ പഠിച്ച് അറുപത്തിയെട്ടിലാണ് വ്യോമസേനയില്‍ ചേര്‍ന്നത് 
audio/07_F_set_01_075.wav,സൈനിക നടപടിക്കു ഭരണകൂടം ഉപയോഗിച്ച രഹസ്യ സംജ്ഞയായിരുന്നു അത് 
audio/07_F_set_01_076.wav,സൈനിക അട്ടിമറിയില്‍ കൊല്ലപ്പെട്ടത് സാരഥിയുടെ പുത്രിയാണ് 
audio/07_F_set_01_077.wav,സൈനികോദ്യോഗസ്ഥന്റെ അഭിപ്രായത്തില്‍ മേധാവി പഴയ തലമുറയ്ക്കു മാതൃകയും ഉത്തേജനവുമായിരുന്നു 
audio/07_F_set_01_078.wav,സൈനികര്‍ പാറാവുകാരുമായി ചേര്‍ന്ന് പതിനൊന്ന് രാഷ്ട്രീയക്കാരെ വെടിവെച്ചു 
audio/07_F_set_01_079.wav,സൈനികര്‍ക്കൊപ്പം ദക്ഷിണ ധ്രുവത്തില്‍ യുദ്ധത്തിനുള്ള ആയുധങ്ങളുമായി എത്ര ദുര്‍ഘടം നിറഞ്ഞ വഴികളിലും പോകാന്‍ സന്നദ്ധരായി 
audio/07_F_set_01_080.wav,സേന സ്ഥലത്തെത്തിയതോടെ ചാവേര്‍പട കാട്ടില്‍ മറഞ്ഞതായി കിഴക്കന്‍ വൃത്തങ്ങള്‍ പറയുന്നു 
audio/07_F_set_01_081.wav,സേനാ തലവന്‍ അജ്ഞാതന്റെ വെടിയേറ്റു മരിച്ചു 
audio/07_F_set_01_082.wav,സേനാപതി ജില്ലയിലാണ് പത്തൊന്‍പത് വ്യാഴാഴ്ച തിരഞ്ഞെടുപ്പ് നടക്കുന്നത് 
audio/07_F_set_01_083.wav,സേനാപതിയില്‍ നടന്ന തിരഞ്ഞെടുപ്പ് പൊതുവെ സമാധാനപരമായിരുന്നു 
audio/07_F_set_01_084.wav,സേനാപതിയിലാണ് ആദ്യഘട്ട തെരഞ്ഞെടുപ്പ് നടക്കുന്നത് 
audio/07_F_set_01_085.wav,സുഹൃത്തുക്കളില്‍ ഒരാള്‍ ഇക്കഥ തന്നോടു പറഞ്ഞതെന്നാണ് 
audio/07_F_set_01_086.wav,സുരക്ഷാ നിരയെ കബളിപ്പിച്ചാണ് അധികാരം നേടിയത് 
audio/07_F_set_01_087.wav,സുരക്ഷാസൈന്യവുമായുണ്ടായ ഏറ്റുമുട്ടലില്‍ തീവ്രവാദികളടക്കം ആറ് ഭീകരര്‍ കൊല്ലപ്പെട്ടു 
audio/07_F_set_01_088.wav,സുരക്ഷാപരമായ കാരണങ്ങളാല്‍ വിദേശ മുതല്‍ മുടക്കു തടയുന്നത് ആഗോള പ്രതിഭാസമാണെന്ന് ഐക്യ രാഷ്ട്ര വാണിജ്യ വികസന മന്ത്രാലയം വ്യക്തമാക്കുന്നു 
audio/07_F_set_01_089.wav,സുരക്ഷാച്ചുമതലയുള്ള സേനയില്‍ അംഗമാണ് കൊല്ലപ്പെട്ട ഭടന്‍ 
audio/07_F_set_01_090.wav,സുന്നി ഒളിപ്പോര്‍ സംഘങ്ങള്‍ പ്രഖ്യാപിച്ച ഇസ്ലാമിക രാജ്യത്തിന്‍റെ തലവനാണ് 
audio/07_F_set_01_091.wav,സുഗന്ധ വ്യഞ്ജനം തുണിത്തരങ്ങള്‍ എന്നിവയുടെ കച്ചവട കേന്ദ്രമായിരുന്നു പുരാതന കാലം മുതല്‍ക്കേ 
audio/07_F_set_01_092.wav,സുഗന്ധ വ്യജ്ഞനങ്ങള്‍ തോട്ടങ്ങളില്‍ ആസ്വദിക്കാവുന്നതാണ് 
audio/07_F_set_01_112.wav,സഹായിച്ചവര്‍ക്കൊക്കെ ഒരായിരം നന്ദി 
audio/07_F_set_01_113.wav,സസ്യവിഭവങ്ങള്‍ ഇഷ്ടപ്പെടുന്നവര്‍ക്കായുള്ള സ്വാദിഷ്ടമായ വിഭവങ്ങളാണ് ഉണ്ടാക്കിയിട്ടുള്ളത് 
audio/07_F_set_01_114.wav,സര്‍വ സന്നാഹത്തോടെയായിരുന്നു ഇവരുടെ നില്‍പ്പ് 
audio/07_F_set_01_115.wav,സര്‍വ അധികാരങ്ങളും സ്വന്തം കയ്യില്‍ കേന്ദ്രീകരിച്ച് ഭരിച്ച രാജാധികാരി ഹൃദയ സ്തംഭനത്തെ തുടര്‍ന്ന് അറുപത്തിയാറാം വയസ്സില്‍ അന്തരിച്ചു 
audio/07_F_set_01_116.wav,സര്‍വകലാശാല തുടര്‍ച്ചയായി എട്ടാം തവണയും ജേതാക്കളായി 
audio/07_F_set_01_117.wav,സര്‍വകലാശാലയുടെ ഭൂമി മുമ്പും ദാനം ചെയ്തിട്ടുണ്ട് 
audio/07_F_set_01_118.wav,സര്‍വകലാശാലയുടെ പഠനത്തിനായി ലഭിക്കുന്ന വേതനം നേടിയിട്ടുണ്ട് 
audio/07_F_set_01_119.wav,സര്‍വകലാശാലയില്‍ എഴുപത്തിമൂന്നുകാരനായ പൊതുപ്രവര്‍ത്തകനെ പൂട്ടി ഇട്ടു 
audio/07_F_set_01_120.wav,സര്‍വകലാശാലയിലെ സര്‍ഗാത്മക രചന മാധ്യമപഠന വിഭാഗങ്ങളിലെ വിദ്യാര്‍ഥികള്‍ രചനയ്ക്ക് സന്നദ്ധ സേവകരാവും 
audio/07_F_set_01_121.wav,സര്‍വകലാശാലകളുള്‍പ്പെടെ പരിസരത്തുമുള്ള പ്രധാന തൊഴില്‍ശാലകളില്‍ പണിമുടക്ക് പൂര്‍ണമായിരുന്നു 
audio/07_F_set_01_122.wav,സര്‍വകലാശാലകളും വൈകാതെ നിരോധിക്കുമെന്ന് സൂചനയുണ്ട് 
audio/07_F_set_01_123.wav,സര്‍ക്കാറുണ്ടാക്കാനുള്ള ഭൂരിപക്ഷമൊപ്പിക്കാന്‍ പടിഞ്ഞാറനുകൂല സഖ്യം ശ്രമിച്ചു വരുകയായിരുന്നു 
audio/07_F_set_01_124.wav,സര്‍ക്കാരിന്റെ ശ്രദ്ധയില്‍പ്പെടുത്താനുമാണ് പണം വായ്പയായി വാങ്ങിയത് 
audio/07_F_set_01_125.wav,സമ്മാന ജേതാക്കളായവര്‍ രാജ്യത്തിനു പുറത്തും അകത്തു നിന്നുമുള്ള ഒട്ടനവധി ആഗോള പ്രശസ്തരായ ശാസ്ത്രജ്ഞരും ഉത്സവത്തില്‍ പങ്കെടുക്കുന്നുണ്ട് 
audio/07_F_set_01_126.wav,സമ്മാനമായ ഇരുപത് ലക്ഷം രൂപ സ്വദേശി പ്രസ്ഥാനം കൈപറ്റി 
audio/07_F_set_01_127.wav,സമ്മാനത്തിനര്‍ഹരായ ചിത്രങ്ങള്‍ വാസ്തവം പളുങ്ക് ഒക്കെയാണ് 
audio/07_F_set_01_128.wav,സമ്മര്‍ദത്തിന് വഴങ്ങിയാണ് വധശിക്ഷയെ അപലപിക്കാത്തതെന്ന ആരോപണവും തള്ളിക്കളഞ്ഞു 
audio/07_F_set_01_129.wav,സമ്പദ്ഘടന ഉയര്‍ത്തുന്ന വെല്ലുവിളി ശക്തമാണെങ്കിലും വില അഞ്ഞൂറില്‍ താഴാനിടയില്ലെന്നു വിദഗ്ധര്‍ ചൂണ്ടിക്കാട്ടുന്നു 
audio/07_F_set_01_130.wav,സമുദായ ഭ്രഷ്ടും പരിഹാസവും അവളെ ഭയപ്പെടുത്തി 
audio/07_F_set_01_131.wav,സമീപമുള്ള പൂന്തോട്ടത്തില്‍നിന്ന് മന്ത്രാലയത്തിന് നേരെ വെടിവെപ്പ് നടത്തിയിട്ടാണ് മുഖംമൂടി ധരിച്ച നൂറോളം പേര്‍ മന്ത്രാലയം നേരിട്ടാക്രമിച്ചത് 
audio/07_F_set_01_132.wav,സമീപമുള്ള പൂട്ടിയിട്ടിരുന്ന വീടിന്‍റെ മുറ്റത്താണ് സംഭവം 
audio/07_F_set_01_133.wav,സമിതി തുണച്ചാല്‍ അവരെയും ഉപയോഗിക്കാമെന്ന ബുദ്ധിയായിരുന്നു ഇതിനു പിന്നില്‍ 
audio/07_F_set_01_134.wav,സമയവിവരപ്പട്ടിക പ്രകാരം യാത്രാസമയം കുറയും 
audio/07_F_set_01_135.wav,സമയമാണ് രണ്ട് ദശാംശം ഒന്ന് പൂജ്യം 
audio/07_F_set_01_136.wav,സമനില നേടിക്കൊടുത്തെങ്കിലും കൃത്യ സമയത്ത് പകരക്കാരന്‍ ചരിത്രം കുറിച്ചു 
audio/07_F_set_01_138.wav,സമനിലയില്‍ ഇന്നലെ തളച്ചതോടെയാണ് സ്മാരക അന്താരാഷ്ട്ര കിരീടം കൈയെത്തും ദൂരത്തെത്തിയത് 
audio/07_F_set_01_139.wav,സമഗ്ര ഭൂപരിഷ്കരണവും വിദ്യാഭ്യാസപരിഷ്കരണവും മന്ത്രിസഭയും സമിതിയും ചേര്‍ന്നാണ് നടപ്പാക്കിയത് 
audio/07_F_set_01_140.wav,സഭയുടെ ഭദ്രാസനാധിപന്‍ കാലം ചെയ്തു 
audio/07_F_set_01_141.wav,സന്യാസിനീ സമൂഹം പരമോന്നത പദവിയിലേക്ക് 
audio/07_F_set_01_142.wav,സന്ദര്‍ശനം തടഞ്ഞതിന്‍റെ പേരില്‍ നിയമസഭയില്‍ തൃണമൂല്‍ അംഗങ്ങള്‍ ഒപ്പിച്ച പ്രതിഷേധ ധര്‍ണ ഒടുവില്‍ കൂട്ടത്തല്ലിലെത്തി 
audio/07_F_set_01_143.wav,സന്ദര്‍ശകരുടെ നെടുംതൂണായി തൊണ്ണൂറ് വയസ്സ് തികഞ്ഞ അപ്പൂപ്പന്‍ 
audio/07_F_set_01_144.wav,സന്തോഷത്തിന്റെ അലകളടങ്ങും മുന്‍പ് തിരിച്ചടിച്ചു 
audio/07_F_set_01_145.wav,സദ്യ ഉണ്ടു പിന്നീട് പള്ളിയിലേയ്ക്ക് പോകുകയുണ്ടായി 
audio/07_F_set_01_146.wav,സത്രത്തിന്റെ ഇരുപത്തിനാലാം ദിനം ഈശോയുടെ ജനനത്തെപ്പറ്റിയുള്ള സുവിശേഷ വിവരണങ്ങളില്‍ ഏറെ സങ്കടകരമായ വാക്യം കാണാനിടയായി 
audio/07_F_set_01_147.wav,സത്യപ്രതിജ്ഞയായതിനാല്‍ ഇന്നും നാളെയും അവധിയാണ് 
audio/07_F_set_01_148.wav,സങ്കേതത്തില്‍ അംഗത്വം ലഭിക്കുന്ന അഞ്ചാമത്തെ ശാസ്ത്രജ്ഞനാണ് 
audio/07_F_set_01_149.wav,സങ്കീര്‍ണമായ ആധുനിക യന്ത്രത്തിന്റെ ഇടയ്ക്കുള്ള പ്രക്രിയ ആണ് 
audio/07_F_set_01_150.wav,സഖ്യത്തിന്റെ കരുത്ത് അവരുടെ കൈകളിലാണ് 
audio/07_F_set_01_151.wav,സഖ്യം മറ്റൊരു വെങ്കലവും സമ്മാനിച്ചു 
audio/07_F_set_01_152.wav,സഖ്യം കൂടിയാകുമ്പോള്‍ രാജഭരണം വരുമെന്നാണ് പ്രതീക്ഷ 
audio/07_F_set_01_153.wav,സംസ്‌ഥാന കേരളോത്സവത്തില്‍ ഭരതനാട്യ കുച്ചുപ്പുടി വേദികള്‍ വിസ്‌മയം തീര്‍ത്തു 
audio/07_F_set_01_154.wav,സംസ്ഥാപനം സംഘടിപ്പിച്ച ചടങ്ങില്‍ ഹിന്ദുസ്ഥാനി സംഗീതജ്ഞ കീര്‍ത്തനങ്ങളാലപിച്ചു 
audio/07_F_set_01_155.wav,സംസ്ഥാന സര്‍ക്കാര്‍ മുന്നോട്ടു വച്ച വ്യവസ്ഥകള്‍ പൂര്‍ണമായി പാലിക്കാതെ ഇരുന്നതിനാലാണ് കേന്ദ്ര പൊതു മേഖലാ സ്ഥാപനത്തിന് ഖനനാനുമതി നല്‍കാത്തത് 
audio/07_F_set_01_156.wav,സംസ്ഥാന ഭാരവാഹികളായി പോഷക സംഘടനാ ഭാരവാഹികള്‍ എന്നിവരെയാണ് നിയമിക്കാനുള്ളത് 
audio/07_F_set_01_157.wav,സംസ്ഥാന കലോത്സവം ഇന്നു സമാപിക്കാനിരിക്കേ സ്വര്‍ണത്തിനായി കടുത്ത പോരാട്ടം 
audio/07_F_set_01_158.wav,സംസ്ഥാന അംഗം സംസ്ഥാന കാര്യദര്‍ശി എന്നിവരെയാണ് താക്കീത് ചെയ്തത് 
audio/07_F_set_01_159.wav,സംസ്ഥാനത്ത്‌ പതിനഞ്ച്‌ ലക്ഷത്തോളം വീടുകളില്‍ ആള്‍ത്താമസമില്ലെന്നും കുടുംബത്തിന്‌ ഒന്നിലധികം വീടുകളുണ്ടെങ്കില്‍ നികുതി ചുമത്തി നിയന്ത്രണം ഏര്‍‌പ്പെടുത്തണമെന്നും സാമ്പത്തിക ചിന്തകന്‍ 
audio/07_F_set_01_160.wav,സംസ്ഥാനത്തിലെ താലൂക്കിലെ നീലക്കുറിഞ്ഞി ചെടിയെ സംരക്ഷിക്കുന്നതിനായുള്ള സംരക്ഷണ കേന്ദ്രം ഏകദേശം മുപ്പത്തി രണ്ട് ചതുരശ്രയടി ഉണ്ട് 
audio/07_F_set_01_161.wav,സംസ്കാരം ഏഴ് മണിക്ക് നടത്തും 
audio/07_F_set_01_162.wav,സംസാരിക്കുന്ന ജനതയുള്‍‌പ്പെടുന്ന മേഖലയ്ക്കു പ്രത്യേക സംസ്ഥാനം അനുവദിക്കാന്‍ കേന്ദ്രസര്‍ക്കാരില്‍ സമ്മര്‍ദം ചെലുത്തുമെന്ന് സമ്മേളനം അംഗീകരിച്ച പ്രമേയം വ്യക്തമാക്കി 
audio/07_F_set_01_163.wav,സംവിധായകന്‍ ഒരുക്കുന്ന ചിത്രത്തില്‍ പല പുതുമുഖങ്ങളുണ്ട് 
audio/07_F_set_01_164.wav,സംവാദ ശൈലിയുടെ അവശേഷിക്കുന്ന ചുരുക്കം ഉദാഹരണങ്ങളില്‍ ഒന്നായിരുന്നു കൃതിയില്‍ കണ്ടത് 
audio/07_F_set_01_165.wav,സംരംഭത്തില്‍ അഭിമാനിക്കാമെന്ന് ഉടമ്പടിക്കാരന്‍ പറഞ്ഞു പോയി 
audio/07_F_set_01_166.wav,സംയുക്ത സംരംഭം ചരിത്രം തിരുത്തി 
audio/07_F_set_01_167.wav,സംഭവ സമയത്ത് ഒപ്പമുണ്ടായിരുന്ന പ്രതിയെ തിരിച്ചറിഞ്ഞു 
audio/07_F_set_01_168.wav,സംഭവവുമായി ബന്ധപ്പെട്ട് ആനക്കൊമ്പ് വേട്ടക്കാരാണ് പിടിയിലായത് 
audio/07_F_set_01_169.wav,സംഭരിച്ച നെല്ലിന്റെ തുക നാല് മാസമായിട്ടും കര്‍ഷകര്‍ക്ക് നല്‍കാത്തതിനെ തുടര്‍ന്നാണ് സമരം ചെയ്യുന്നത് 
audio/07_F_set_01_170.wav,സംഘവും ആയിരത്തിതൊള്ളായിരത്തി അറുപത്തിയൊന്‍പതില്‍ കൈവരിച്ച ചരിത്ര നേട്ടത്തിന്‍റെ ദൃശ്യങ്ങള്‍ കാണാതായത് ഞെട്ടിച്ചിരിക്കുകയാണ് 
audio/07_F_set_01_186.wav,ശ്ശ്യോ ആ കുഞ്ഞെന്തു പിഴച്ചു എന്ന് ആയിരുന്നു അടുത്ത ചോദ്യം 
audio/07_F_set_02_001.wav,ശുദ്ധമായ പശുവിന്‍ പാലില്‍ തയ്യാറാക്കിയ ഉല്‍പന്നങ്ങള്‍ ജനങ്ങള്‍ക്ക്‌ ആവേശമാകുന്നു 
audio/07_F_set_02_002.wav,ശുശ്രൂഷയ്ക്കായി നിയോഗിക്കപ്പെട്ടിരുന്ന പരിചാരികയാണ് അദ്ദേഹത്തിന്‍റെ അവസാന നാളുകളെക്കുറിച്ചുള്ള വെളിപ്പെടുത്തലുകള്‍ നടത്തിയത് 
audio/07_F_set_02_003.wav,ശിവസേനയില്‍ നിന്നുമുള്ളവരാണ് കൂട്ടത്തിലെ പ്രമുഖര്‍ 
audio/07_F_set_02_004.wav,ശിലായുഗ കഥാപാത്രങ്ങളായ പിശാചുക്കളെ വേട്ടയാടുന്ന ബഹിരാകാശ കുലം തുടങ്ങിയവ രംഗത്തെ അനശ്വര കഥാപാത്രങ്ങളാണ് 
audio/07_F_set_02_005.wav,ശിക്ഷ പത്ത് വര്‍ഷമായി ഉയര്‍ത്തി 
audio/07_F_set_02_006.wav,ശിക്ഷ ഇളവു ചെയ്യണമെന്ന് ആവശ്യപ്പെട്ടു കൊണ്ടുള്ള അപേക്ഷ തള്ളിക്കൊണ്ടാണ് ഉത്തരവിട്ടത് 
audio/07_F_set_02_007.wav,ശിക്ഷയില്‍നിന്നു രക്ഷപ്പെട്ടവരെയും നിയമിച്ചു 
audio/07_F_set_02_008.wav,ശാസ്‌ത്രജ്ഞന്‍ സര്‍വകലാശാല സന്ദര്‍ശിച്ചു 
audio/07_F_set_02_009.wav,ശാസ്ത്ര രംഗത്തെ മികവിന് പതിനഞ്ചാം വയസ്സില്‍ അദ്ദേഹത്തിന് അന്താരാഷ്ട്ര പുരസ്കാരം ലഭിച്ചു 
audio/07_F_set_02_010.wav,ശാസ്ത്രങ്ങളുടെ ശാസ്ത്രമെന്നു പേരിട്ടു വിളിച്ചു 
